id,content,lang
7083, And Monaco   est note immigrants make up almost  of the total population according to UN data,en
7084,So Soweto is occupied by foreigners as not everyone pays for their electricity  Am i understanding you correctly ,unknown
7085,    The better way of solving this influx of fellow Africans leaving their country is to challenge their regimes Zim is the neighbor but the ANC and the EFF dont challenge the system to directly This has led to the influx of foreigners from the the far east Is this normal,unknown
7086,  Bro me mentioning onyango being a foreign Im talking for our national team not that I hate foreigners he presented us well nd his time is over We have Goss nd Reyaad onyango shouldv left not Jody for our national team sake We cant always depend on foreign keepers,en
7087,  I was talking football nd you decided to off ramp nd talk abt foreigners as a wholeYes he documentd nd has a working permit but I wish they can release him too After selling us against ahly last season nd went to to wear their shirt I wonder why he is stil regarded as our no ,en
7088,  And yes foreigners do commit crime nd we have an influx of undocumented foreigners commuting crimes cos they not in the system and they know its nearly impossible to catch them,unknown
7089,  South Africans who are out of their boarders are foreigners there too As long as you not in your native country it means ur in a foreign country If the truth disgust you so be it Onyango is an old foreign goalkeeper who should be released too like hlompho cos of age,unknown
7090,If l can count illegal foreigners that l personally  know that have worked for u at the Deck kuthi nghleke Yall come here on twitter for cheap politics ,unknown
7091,"Most countries dont allow foreigners or permanent citizens to speak on their domestic affairsbut here in the Republic foreigners and the likes are quick to tell South Africans that we live under a Dictatorship 

At that point they have all ran away from their kaak states ",en
7092,Why is it that FOREIGNERS of all Races in any Country seems to do much better in Life  than the Citizens of that Particular Country,unknown
7093,What a legend Nhlanhla Lux You the content is fire  when the guest says its disgusting nhlanhlalux sowetoparliament  Johannesburg ,en
7094,"As this week of planned UNRESTS come to an end lets all say congratulations to ALL South African law enforcement including the communities that made sure we ALL take the responsible position to prevent and contain all possible chaos
Full vid on my insta  ",unknown
7095,"Hey Newkid family


 Exciting stuff

Be on the lookout for our very cool interview with the president of Soweto Parliament Nhlanhla Lux We speak to him indepth about the challenges of Soweto xenophobia allegations Soweto TV and a whole lot more 

 Coming soon ",unknown
7096, You n that girl claim fighters have change tune since Julius now says Foreigners committ crimes I asks you again tag me on any post where you saw fighters suppportimg that statement Still waiting,en
7097,   Hahahah then its useless cos you cannot change anything and there nothing you can do Foreigners are here to stay Your heart will choke you to death,unknown
7098,"RECOVERED

The Silver picanto that was hijacked during the hostel protest behind Maponya mall has since been recovered inside nancefield hostel

Thanks to all law enforcement agencies for the quick response 

soweto 
sowetoparliament ",unknown
7099,     That I understand but atleast we need a progress report on how many young people they have placed  even is is foreigners or us but atleast see that his actions are where his mouth is,unknown
7100,"   How does SA implement such when other southern African countries are charging foreigners for the vaccine

SADC should have taken a decision that supports your idea",unknown
7101,  My argument is that you cant engineer a move that doesnt exist For starters its very costly to foreigners to work in Europe much less if youre not even getting game time That means your chances in the national team are slim while warming a bench for the sake of Europe,unknown
7102,"  And that wont stop illegal foreigners to come here That wont make Petrol price cheap  That wont make electric prices cheap That wont make unemployment figure to go down

Yeah but lets celebrate Julius will never be SA pres",unknown
7103,The most dangerous crimes are committed by the so called foreigners  Julius Malema,unknown
7104,Is Vaccine free to foreigners in Southy Ahh ,unknown
7105,"White person with black friend  shame such a nice person notracist 
Black person with white friend  captured cantbetrusted 

Young pple black white indian colored etc lets not inherit our parents hate and take this country forward together
youngpeoplemustunite 
unity",en
7106,"Our nights are sumtyms peaceful sometimes we get shot at sometimes we catch them redhanded
I personally prefer to educate young perpetrators instead of just pushing  them to be arrested what do you think arrest them or educate them 
communitysafety 
sowetoparliament ",unknown
7107,"Most countries are becoming unwelcoming to illegal immigrants

A necessary solution is required ",en
7108,"Night patrol diaries Law enforcement presence in Soweto is unmatched

Every corner is covered

",en
7109,  I do like this guylet him come Bramfitcher too,en
7110,               What about foreigners from neighbouring countries ,unknown
7111,"   There are countless others who can attest to what you just HEAR FROM ME including foreigners

Thats why Black Panther didnt recognize you",unknown
7112,Thus is so true and brilliantly put It thoroughly nails UK amp other northern hemisphere antiimmigrant antirefugee views By fikacoffeeliverpool AfghanistanWomen ,unknown
7113,"We will defeat this invisible enemy amp protect our community assets bcos we are prepared amp we are united
my prediction is that we are going to have a peaceful week
Soweto
youngpeopletakeover 
sowetoparliament 
communitysafety 
unity
Full vid on my Instagram  ",unknown
7114,Imagine wanting to burn the country down to ashes for one dude who blue ticked you when he was in power and chose to empower some foreigners and his son Unleashed intelligence against the students Andizi NationalShutdown,en
7115,Europe assumes it is the only continent with an immigration crisis forgetting that the Global South has been facing an increase in immigrants These conservative anti immigration policies are seekening ,en
7116,   Angithi our government are selling them foreigners,en
7117,Actually it supposed to be free economy for black peoplewhite companies preventing black South Africans by fronting with black foreigners  ,unknown
7118,"SOWETOTV MEMBERSHIP REGISTRATION ANNOUNCEMENT
TIME pm 
DATE Sunday  August 
VENUE  tv offices next to  by bara taxi rank
Please bring a copy of your ID organizations must also bring relevant docs  SEE YOU SUNDAY
newageleadership
sowetotv ",en
7119,Why are black people so cruel its like we are foreigners in our own land we cant get tenders and even if we do its usually Low Value Tenders and no funding even Its like everyone around you is telling you you cant think you are not capable you are lazy ,en
7120,    Were living in a global village open your eyes make the situation work for you instead of mourning i wont get sucked into that kind of analogy but study SA history then ull know our country was built by foreigners actually you might be a descendant of migration as well,en
7121,"SAHRC is against this we are doomed here in our home country what is left is to foreigners staying with us at our homes forcefully 
South Africa ",unknown
7122,   I went to London its a very vibrant city amazing really but what was so outstanding  me was the amount of foreign nationals who live therecumin back here i realized they were too few foreigners in SAnutin  mourn bout really but u can continue scapegoating if it works u,unknown
7123,I bet you have never seen Indians argue about Hindi vs Islam Or whites argue who is better between English or Afrikaans I also bet you everyday you see Blacks complain about tribes gender politics foreigners other races What does that say ,unknown
7124,  South Africa is no longer a country it is a province of Africa simple as that And thats why Africans from other countries feel like citizens not foreigners,unknown
7125,"The CashForScrap is an unregulated multi million business and mostly is run by foreigners and the government is fine with that
     most of the infrastructure is sold by this nyaope boys there INTERVENE",en
7126, You hire foreigners instead of locals and trust them with millions worth of equipment in closed doors and now your deal blew up in your face you involve us  ,unknown
7127,"We are going throughauditing some Soweto TV membership forms

Inbox us now if you from a Soweto based organisation that wants to be part of the new Soweto TV leadership

newageleadership
youngpeopletakeover 
sowetotv ",unknown
7128, must be run by foreigners because  ,unknown
7129,Afghan soldiers dont fight back Only foreigners will be targeted Is it just me or the whole Afghanistan situation is confusing as fuck Time will tell  Biden ,unknown
7130,Coming up shortly wll be chatting to   on the work of Soweto Parliament  ,unknown
7131,   Can you imagine Are foreigners driving taxis too Taxis contributes alot to the road carnage in SA,unknown
7132,As we commemorate MarikanaMassacre awaiting accountability amp prosecution by   another PhoenixMassacre arose in our midst amongst tyrannies of colinial genocide land theft illegal foreigners amp kleptocracy by  PutSouthAfricansFirst  ,unknown
7133,   Exactly Taxi drivers are foreigners too i guess,en
7134,  Always finding a reason to hate on foreigners Voetsek,unknown
7135,Lets give Nhlanhla  more and more support mzantsi,en
7136,This video was edited to suit a certain narrative ai Nhlanhla Lux even explained in context to NewzRoom Afrika ,en
7137,"Full video on my insta nhlanhlalux 

All young people and youth led Soweto based organizations willing to form part of the new youth led Soweto TV leadership please callwatsapp 
lets go 
youngpeopletakeover
newageleadership 
sowetotv ",en
7138,   If the Mayor is an illegal immigrant surely people  with concerns must challenge him and get him charged and arrested,en
7139,"Every country has immigrants Its needed based on skill set shortages Illegal immigrants is what needs to be removed 

WeRejectMayorOfJHB ",en
7140, He is Zimbabwean at heartwe heard what he said when he was sworn inand we still have a foreigners problem in Joburg so nje we just cannotthe timing is off,unknown
7141,The PutSouthAfricansFirst brigade will tell you that borders must be closed coz foreigners are bringing in illegal guns Nanzo ke  ,en
7142,   we are going to vote them out on local elections  will take over the citywe are going to teach the ANC a lessononly foreigners that will vote for them   ,unknown
7143, Skilled immigrants are like a gold mine thats funny but Ive never thought of it from that perspective and I fully agree with you,unknown
7144,Then we have an opposition that boosts about  house if not  houses theyve build for the needy just to score cheap political points  big up comradekeep doing the Lords work and make sure those houses are not allocated to foreigners  ,en
7145,WeRejectMayorOfJHB ANC is using foreigners to be in power  cause they know that we are tired of their corruption,en
7146,"Update on the Soweto spaza business accountability program following up on the video posted yesterday

Straight from the horses mouth 

Full video on my Instagram nhlanhlalux

wegetthejobdone
newageleadership
youngpeopletakeover
townshipeconomy 
sowetoparliament ",unknown
7147,"South African cleaver blacks stay out of politics to secure neutral employment On the other side 
Foreigners are now getting into South African politics to lead and appoint cleaver South Africans
PutSouthAficansFirst given a cold shoulder",en
7148,  The CIC knows very well about the whites my darling the foreigners in our land,en
7149,  He is home the Zimbabwean whites  are foreigners,en
7150,  Foreigners you mean the whites or something else,en
7151,White Indian black and other citizens been treated like foreigners in SA by anc and his voters Weve been treated like strangers in a country of empty promises and hell for all Language hate and color will always stand in the way of progress ,en
7152,  Not only Zimbabweans we hate all the foreigners,unknown
7153,   What is it that citizens that fit your definition born in SA between  amp  know that children of immigrants born during the same period do not know,unknown
7154,"Full vid on my insta
All foreign national business amp pple are captured on our database we not going to live amongst pple amp business that just do as they please without us being able to effectively hold them accountable 
youngpeopletakeover 
townshipeconomy 
accountability ",en
7155,lets vote  ANC out in Joburg come local electionswe cannot allow our country being sold free of charge to the foreigners  while we are still alive and kickingenough is enoughlets fight for what belongs to usFutsek ANC  with your foreigners ,unknown
7156,"No compromise we need young pple to take all leadership positions of  and Africa
All industry leadership Mining agriculture business labour unions musicentertainment industries radio amp TV etc
Young pple pls start warming up its time for  super subs  
freshlegs ",unknown
7157,"I knew Nhlanhla Lux is just after status and power and saw an opportunity during the riots and grabbed it with both hands

When you want status and poweryou must first fool yourself into believing that you just care about the publics wellbeing and are not evil like others ",unknown
7158,"I just a very disturbing video on Facebook of the status and power seeking Nhlanhla Lux who people claim he saved Maponya mall from looters
He is now going around primary schools in Soweto and terrorising little boys in the name of community service

This is how dictators start",en
7159,"Young pple will take over 
The revolution is growing by the day
Young pple will
Lead politics 
Lead economics 
Lead communities

Young pple black indian colored asian amp white must unite to take this country forward

The revolution will be televised are u ready",en
7160,As an immigrant father to a South African child and uncle to many more the Mayor of Jhb will let me say to my daughter nephew and nieces that your surnames or my origins will not preclude you from anything You have a fair chance and a fair right for you are South African,unknown
7161,The ANC is busy suffocated us out of our own country Our brothers and sisters are sitting in the townships without jobs due to the cheap labor from foreigners Remove this foreigner and put a South African NOW   WeRejectMayorOfJHB,en
7162,   But lets not conflate these issues Children born to South Africa parents amp migrants should not be put in same bracket with illegal immigrants Have a separate discussion about illegal immigrants amp respect South Africans like Jolidee Matongo,unknown
7163,South Africans will always blame foreigners whenever theres a video of a crime being committed,unknown
7164,The World Bank ranked South Africa as the worlds richest country in terms of its mineral reserves worth an estimated  trillion South African whites and western foreigners own a staggering  of the wealth   what have we done to deserve this ,en
7165,NAME,unknown
7166,  What are these jobs foreigners qualified for that we dont qualify to do since you spoke of qualifications If its not informal trading,en
7167,"Full video on my Instagram 

Allow me to introduce to you  who is the youngest member of the Namibian parliament

The revolution is here the young peoples take over is here the doors are open lets go 

newageleadership ",en
7168,"Dialogue must be preceded by a problem

A problem necessarily requires two disputing parties

Absent parties no problem can exist callingdialogue among and with foreigners to a dispute

The only dispute arising from the  elections involved EDampNC

",en
7169, I guess SA is around  mil including our fellow African immigrants,en
7170,"Putting together an inclusive task team to come up with a fresh curriculum for all grades st step to rebooting the  education system
We need  produce graduates with skills that can put food on the table a day after graduating 
youthtakeover
newageleadership
Africa",unknown
7171,Im sitting here observing all the ish thats going on These foreigners have really taken over our country Cops should just come and raid Braam MFs are having it easy destroying kids life out here,en
7172,"Wake up South Africa

Uber amp Ubers Eats  Foreigners
Deboinars Scooter  Foreigners
Restaurants Waters  Foreigners
Security  Foreigners
Truck Drivers Foreigners
Motor Mec  Foreigners
Bricklayer amp Saloons  Foreigners
Artisans  Foreigners
Spaza amp Domestic Work   Foreigner",en
7173,          what your silence on IllegalForeigners ILLEGALimmigrants doing for  years of our economy amp state security PutSouthAfricansFirst WeWantOurCountryBack,unknown
7174,White people in New Zealand are complaining about white people from SA who are immigrants theyre saying that the SA whites are the most arrogant and racist people amp they no longer need them What if they come back I think Afriforum must go to negotiate for their rights there,unknown
7175,Do foreigners qualify for this R,en
7176,More like  South African vs  foreigners  ,en
7177,"There is no person who is undocumented willingly even some South Africans struggle to get IDs from Home affairs  how much more for immigrants who want to be documented but then it is just hard 
Vaccinate everyone with or without documents vaccine apartheid must fall",en
7178, I am talking about illegal or legal immigrants I am talking about this guys attitude towards migrants in general He doesnt like foreigners Whether you are legal or illegal its immaterial to him,en
7179,  The way they doing things is totally wrong maybe I can this supposed to be the ryt time to send back undocumented foreigners home so they can come back again start over,unknown
7180,"Full video on my Instagram 
With RESPECT All old people Black White Colored Indian Asian etc in politics economics and community leadership must step aside we cant have old people making decisions for a future that they wont be a part of
noretreat ",en
7181,A very important case for Asylum seekers and immigrants in South Africa the stringent processes at Home affairs are always an impediment for immigrants to have the correct documentation ,en
7182, How many foreigners have you seen working as tellers at Capitec,unknown
7183, Immigration amp Refugee Act talk about illegal foreigners No where it refers to undocumented foreign nationals Mr Sibanyoni is trying b politically correct His institution is governed by laws not politics POWERWeekendBreakfast,unknown
7184,"Foreigners who live in your land will gain more and more power while you gradually lose yours 
They will have money to lend you but you will have none to lend them In the end they will be your rulers  Deuteronomy 

The good book was talking about who here",en
7185,Tsek wena immigrant ,unknown
7186,      Its my business right now because you are applying double standards You only concerned about crime if its committed by immigrants because you just hate all immigrants,unknown
7187,      You said foreigners are responsible for violent crimes So who was burning shopping malls amp killing people in Phoenix Foreigners Usangene uyazi,en
7188,"ServingTheCommunity 
SoulOfSoweto
MaponyaMall
TownshipEconomy 
kindness 
Shalom ",unknown
7189,     Where did I suggest that South Africans must be blamed for crimes committed by immigrants If you didnt understand my tweet you should have asked for clarity instead of just responding for the sake of it,unknown
7190, Its not illegal immigrants only but urbanization and decay of life in rural South Africa Theres no solution by the authorities especially the ANC Even in Cape Town the situation is the same,en
7191,   Out of everything he did what stuck with you is illegal foreigners,unknown
7192," South Africas parliament does not have foreigners

Hao",unknown
7193," There are areas of State organs that foreigners should not be part of these includes our courts

No state endangerment with soccer",unknown
7194," I am agreeing with you on that point

On others haiincluding having foreigners practicing in our courts",en
7195,This familys disrespecting Andrei cause hes an immigrant  DayFianceHappilyEverAfter,unknown
7196,Sometimes is not selfhatred but the truth is fewest legal foreign nationals that are here in South Africa and We cannot in truth of conglomerate down here in the name of loving foreigners as Brothers and Sisters We can practice love without having to go like swarm,en
7197,"People stop complaining first of all Somalis and Pakistanis own spaza shops ekasi Nikhala ngani exactly

 No this will kill small businesses which small businesses The ones owned by foreigners  ",en
7198,In South Africa we compete with foreigners and its crazy ,en
7199,   The issue of illegal foreigners is the most sensitive issue and it wont fail,en
7200,    I believe he is busy chasing illegal foreigners along Limpopo River,en
7201," Never has I hear they say employers can now force employees to vaccinate 

When the hell is the government going to make the same efforts in ensuring employers do not employ undocumented foreigners Also ensure employees are not exploited 

Siyanyelwa la",unknown
7202,I am watching Border Patrol now and Im asking myself why is possible for foreigners to turn South Africa into a playground while citizens of other countries are hellbent on protecting their countries and people,en
7203,"We call on all South Africans to Join us today at pm to Draft and engage on Reclaiming our Wards from illegal Foreigners Drugs Crime and Lawlessness in Joburg CBD    

Register Here 
 ",unknown
7204,Depot the foreigners their gvts will take care of them that way well make spaceoh no Theyll jump back in again We have no border ,unknown
7205,"My heart bleeds for all who vaccinated cause chances are that they wont live beyond 

NWO the clues are in movies you watch for entertainment It will be human beings fighting robots for their jobs same way South Africans fight with foreigners for jobs A fight is coming",unknown
7206,"Its officialselection  and its a reality Please watch and share your thoughts I interviewed nhlanhlaLux and he is an interesting young man 
OpenUpwithSello 

Shareyourexperience 
yearsintheindustry 

 
bekelebeke
FRARSA",en
7207,  This was a life changing moment for me thank you so much,en
7208,  The issue of foreigners is very sensitive and disturbing we cant share our resources with people who came here illegally and add no value to our lives and economy but take everything we have,unknown
7209,"The Wait is Over Catch our First Episode with Ntate  and  as his Guest Launching Today at pm on the Touch HD Website

What do you think it takes to be a Leader



TouchHD
WhatATimeToBeAlive
OpenUpWiithSello ",unknown
7210,"I thought it was ethnic mobilisation
The government has failed to address this issue since the first Xenophobic violence in  that saw many African migrants amp their businesses destroyed They nurtured the  attack by blaming foreigners without addressing the main issues ",en
7211, Native Americans were not only dissposessed ethnic cleansed by settlers who call themselves immigrants they are still not considered as citizens You are quite right it is sad,en
7212,Yet we remain the most vitriolic with xenophobic bigotry and violence aimed at African immigrants ,unknown
7213,  I will definitely do,en
7214,Anyone know whether undocumented immigrants are being vaccinated and how they register NOT asking for a friend just out of interest,en
7215,  A friendly advice stop this promotion of illegal and undocumented immigrants Sharing scarce resources with them creates animosity among citizens We cant be a safe heaven for the rest of the continent Our health system is overburdened and cant the increasing volume,unknown
7216,So the UK now has a German queen a Turkish prime minister and a Pakistani major of London Im not sure I understand the British issue with immigrants to be honest ,en
7217,"This man got Daniel Kaluuya to do the outro in an incredible story about British immigrants

Dave My goodness",unknown
7218,  Ke mohale wa nnete,unknown
7219,  Pleasure Morwa Rre,unknown
7220,  I will share it on Sunday and thank you for the support,en
7221,  Thank you Sir ,unknown
7222, Hope once you win o tlo cleaner the mess  CBD we are sick and tired of drugs and undocumented immigrants,en
7223,  Wow very proud of u Legend ,en
7224," We kickoff with a bang 

We managed to get this brave Lion  to have a conversation with me To say Im transformed is an understatement there is hope for this country and his name is  

OpenUpwithSello ",en
7225,"Get Ready to Open Up With  as he introduces  as our First Guest
Full Episode Launching this Sunday  July 

TouchHD 
OpenUpWithSello
WhatATimeToBeAlive ",unknown
7226, Thank you for protecting our mall and the Soweto economy as a whole,en
7227," I agree with you
Agriculture land or even mineral wealth would be exploited by foreigners if we dont focus on developing our human capital",en
7228,"Morocco govt must do something about foreigners overstaying in their country since caf final 

AL Ahly  Kaizer Chiefs",unknown
7229,He also referred to Africans as foreigners and Caucasians as investors ,unknown
7230,"Maponya Mall will officially open as from today  the gates open from am  pm  more than  jobs were saved 
The elephant is still standing 
Full video on my instagram
MEDIA BRIEF ANNOUNCEMENT
TIME pm 
VENUE Maponya Mall
DATE Today  ",en
7231,I wish such energy could also be used to arrest all illegal immigrants in the CBD all drug pushers and property hi jackers ,unknown
7232, Hows is your question relevant from the amazing job  did for the past week,unknown
7233,   Its alot and there is always someone in a worse off condition,unknown
7234,   Two separate individuals laughed and said maybe tomorrow  and all I was thinking about were the shacks which caught fire izolo,en
7235,   I will not panic My heart started racing in there but Im not going to be affected mentally,en
7236,   Love u long time Ive still got no power and they on about returning it tomorrow,unknown
7237,   We could untag him But it would ruin the surprise ,unknown
7238,   Straightfaced,unknown
7239,   He would know ,en
7240,   If it gets awkward Apologize telling him u thought u were on a Bus and u thought he was your ex Then weep and ignore him Ensure u leave the loo full of roses for him to clean up,unknown
7241,   Why not hire a plane and specify that u want him to fly it Fill it with roses and shoot your shot while he minds his business near the Drakensburg Mountains Where is he gonna go,en
7242,   Make him laugh,en
7243,   He likes smiling,en
7244,   Oh gosh Bit early in the week but go get your Pilot boo u can rest assured your hood will b safer He needs a cape and a lycra suit I think I begged him for his uniform once and he muttered something about needing it for work Shoot your shot and steal the uniform  me,unknown
7245,   Nobody tells me anything  Who is getting married The hero,en
7246,   Why are people inviting u to things,unknown
7247,"  What money Whos money

How is me doing that going to protect Maponya Mall",unknown
7248,  Are sitting or working If as SAns were also sitting comfortably instead of doing something then its a problem that even if foreigners can go it wont be solved Lets do something guys I started buying clothes with little in Jhb and first month was fruitful,en
7249, They want to know how you are related to President Kgalema ,en
7250, I am really inspired your love and dedication Salute ,unknown
7251,"The loot gang is now accusing  of being used by WMC to protect Maponya Mall

The loot gang doesnt care about the wellbeing of ordinary people

SIES MAGODU",en
7252,   Thank u,unknown
7253,   Rest,unknown
7254,   What a joker wearing his military fatigues,en
7255,  My nigga submitted his CV Danko,unknown
7256," please remain safe broer

You have stepped on a lot of toes ",unknown
7257, Cigarettes are smuggled by foreigners Who funds  ciggie smugglers Uyayiva,en
7258, Maybe they saw it as a tactic yogaya ivotes We have many foreigners with IDs and are elligible to vote Maybe babonile there is a consticuency engabazama,en
7259,   The fact that Palestine was occupied in biblical times by foreigners amp the occupation was published in the bible does not legitimise its criminality So too in mordern times The occupied people have never stopped resisting the occupying settlers,en
7260, I havent seen it ooo if it was foreigners they looted the whole country would look away Now they sending soldiers to their homes to get loots back wayray people,en
7261, It was expected Keep up the great work nonetheless Leadership ,unknown
7262,"My facebook account is hacked 

Dont fall for traps to meet with me or send me money",unknown
7263,  We SAns need to admit and realise that our government careless about us they are unable to crack a whip especially with illegal foreigners our immigration law is non existing and illegal foreigners are a huge burden in SA a government that always responds late,en
7264, Imagine Citizens being told to clean up we must clean up a mess that was created by government to date the government is failing to deal with drug dealers rape human trafficking and all time huge problem illegal foreigners flocking into SA everyday we get told is cleanup,en
7265, It takes a wise man to be  RESPONSIBLE amp PROTECTIVE like Nhlanhla Lux God bless him,unknown
7266,     Its not an argument its just that you dont see it from our perspective and why we are so angry about it Imagine people who lived through the apartheid era having to go through this again all in the name of protecting their neighbourhood Its downright evil,en
7267,     Its funny cause all these groups are always fighting us for some reason,en
7268,     Did you just justify racism with human nature,en
7269,     In Maponya Mall the people protected a mall at the heart of where the mayhem was no one was intimidated no one was killed no one was profiled The only people who were caught were actual looters who were caught red handed We didnt have  year olds walking around with rifles,en
7270,    He was asking grown people who use that route everyday to travel to workWhere they are going like its bloody  mind you there was a police officer right there Who the fuck does he think he is,unknown
7271,   Very little with leadership Theyre rich because of oil and gas and also theyre not over populated I believe they have more immigrants than locals in those countries like UAE Qatar,en
7272,  You are doing the Lords work ,en
7273,   yesss,id
7274,Yazi Ive noticed a disgusting trend in this country whenever black South Afrikans get killed either by foreigners Indians whites and etc its always in the name of protecting themselves Kodwa when we mobilize its barbaric and inhumane Enhlek siyajwayelwa la neh ,en
7275,  No not that one,en
7276,I love this guy Nhlanhla Lux ,zu
7277,Nhlanhla Lux is so well spoken ,unknown
7278,Now they are Racial Profiling you in your own province by the Kids of immigrants from a different continent Africans havent suffered enough Tribalism  Blacks SAShutdown ,en
7279, Thats what im thinking Blacks loot and always go for foreigners shops they dont burn anything This one is the ANC doings,unknown
7280,Salute  Nhlanhla Mohlauli Ntate Maponya our heroes amp heroines of Soweto from Ntate Walter Sisulu to Mama Winnie Mandela must be looking at you with pride saying Here is the leader of the People May God give you more wisdom and greater opportunities to Lead nhlanhlalux ,unknown
7281, ,unknown
7282, Louder Foreigners must leave and go fix their original countries and stop concerning themselves in South African internal matters,en
7283, Louder Foreigners must leave and go fix their original countries and stop concerning themselves in South African internal matters,en
7284,Interesting read takebackSA ,en
7285, With pleasure Pls call  ,unknown
7286,  Danko LEADERSHIP,en
7287,nhlanhlalux ShutdownSouthAfrica  SouthAfricaIsBurning lootingmustfall ,unknown
7288,  should meet  for a coffee and plan SAs future together  Youth leaders,en
7289,  DANKO Bra Lux ,unknown
7290," 
Please ran as independent mayor of Johannesburg",unknown
7291,Say his name in Bold NHLANHLA LUX we salute you brother ,en
7292,Its people like Nhlanhla that must run this country ,en
7293,Not a single China mall was looted Sorry for stating the obvious NotInMyName nhlanhlalux NoLooting,unknown
7294, my hero a true leadership  MaponyaMall,unknown
7295,CleanUpSA TakeBackSA RebuildSA LETS MOVE FORWARD SA WE ARE GAINING MOMENTUM THE CRIMINALS WILL CONTINUE TO BE OUTNUMBERED THE MORE CITIZENS JOIN HANDS AND DEFEND  KEEP YOUR FAITH STRENGTH AND MIGHT ,en
7296,"Fellow Zimbabweans in South Africa PLEASE let us discourage each from getting involved in looting and unlawful acts in South Africa a gracious host to most of us

These acts of destruction will affect us foreigners the mostPrayForSA for peace and restoration of order  ",en
7297,  ,unknown
7298,nhlanhlalux shouldnt undo the good work theyve been doing in that community by giving lootists like Zizi the platform to grandstand The worst is almost behind them now these ones want to come and take the glory,en
7299, Theres even informal settlements full of foreigners and if you go door to door you will be surprised at what you will find they were looting for back home angazodakwa la,en
7300, Unya nyi Mina my town is full of foreigners and they were part of the looters they even had a ton truck looting in groups,en
7301, Foreigners in my town were also looting so what are they laughing at,en
7302,"RebuildSA with forward thinking
Think of how to preserve the land we have left we are not down to nothing we still breath in our lungs and hands to build with not fight with
TakeBackSA There is always unity in numbers May the good outdo the evil  durbanisburning ",en
7303,"Nhlanhla Lux Thats it 
  Young man lead us young man I am proud of this young man nhlanhlalux ",en
7304,"Just to spread positivity that there will be an end to all this looting soon with more enforcement law and order
Lets keep supporting each other and TakeBackSA RebuildSA durbanisburning ",en
7305,"TakeBackSA
Security guards on duty taking a stance to quell the looting
Well done
durbanisburning ",unknown
7306,  Why are you saying troll all you want  All I have done is condemn the acts You just justified me all yall do is transfer blame to others instead of living with your own failures Where did you see foreigners being happy about the current situation ,en
7307,   They actually dont bother me I just dont like it when people try to live in denial Why are they blaming foreigners using it as an escape mechanism to the reality of occurrences,unknown
7308,  I also wont change my opinion you are part of the looters and you are only trying to cover your shameless act by blaming foreigners,en
7309,  Where is the statistics to back this up  are you just tweeting kaaks for your gullible followers  Most foreigners own businesses and thats nobodys fault How can you blame people for being industrious and accuse them of being the reason of your unemployment,en
7310,  Im sure you are part of the looters keep blaming foreigners you will understand when many of you become unemployed due to the current situation,unknown
7311,  You are the ones destroying this beautiful country with your own hands and yet you still saying foreigners are happy this is happening Does this even make any sense to you ,unknown
7312,Nhlanhla Lux leadership personified Phambili my brother phambili NOTOLOOTING SAShutdown communitystandstogethetheragainstlooters,unknown
7313,This Nhlanhla Lux character is a bloody hero,en
7314, These ones to waste time to exhibit their deep rooted hate for foreigners Always blaming others instead of tackling the root cause of the problem Fool,en
7315, I dont think foreigners deserve any applaud for anything because of what theyve done still doing in our country Im not defending the looters either but foreigners are really not worth the mention Theyve done far worse,en
7316,  Protect protect,en
7317,MaponyaMall Remember the name Nhlanhla Lux,zu
7318,Dear Black South Africans congratulations for giving employers a really good reason to hire foreigners,unknown
7319,Young people of SA need to watch this nhlanhlalux TownshipEconomy SayNoToLooting   ,en
7320,     ,unknown
7321,Two words Nhlanhla Lux ,zu
7322,Nhlanhla doesnt play wt thugs   NoSowetoBoy ,unknown
7323,   Ok,unknown
7324,I thought all is lost in my Kasimaybe Ill get bread at maponya mall in the next week or so kudos to the community over there  someone get that lux Nhlanhla guy info I Wana reward him for his bravery,unknown
7325, His name is Nhlanhla Lux he is a leader of Soweto Defence Force Soweti Parliament,en
7326,  A true hero leader and fighter  Salute you,en
7327, you are leadership ,unknown
7328,  Hero ,en
7329, George is right how can we have foreigners working and our own ppl being unemployed,en
7330," for president  you are doing Gods work my brother keep it up
NewsroomAfrika",en
7331," SO to you

ProtectSouthAfrica",unknown
7332, much respect for you brother ,unknown
7333,"The numbers are on our side Community members mobilize yourselves and protect whats yours
We need to sustain our next month This devastation wont end with the army Itll ripple into supply demand economy employment and the list goes on
TakeBackSA
RebuildSA",en
7334,"These are some of the Heroes who have fought hard to protect their communities last night and have paid the price
Whilst death does come with the territory lets all pray we dont lose anymore community members
heroes
TakeBackSA
Indians
RebuildSA ",unknown
7335, So Zulus are foreigners now following orders of their foreigner sister Duduzile Zumayou got that righthow long did it take you to figure this out,unknown
7336,"Insurance companies brace yourself our businesses will need your full cooperation please give it to them when they ask for it
TakeBackSA Insurance finance business StateofEmergency",unknown
7337,For so long South Africans have been treated like foreigners in their own country with the non citizens having free reign with more prospects of success in efforts to make a better life for themselves The lawlessness has always been with us and has now came to a head,unknown
7338,"Call to defend MAPONYA MALL and all other business that arent yet looted
Come out and defend the township economy and the future of Soweto
Full video on my insta  
defendingmaponyamall
defendmaponyamall 
sowetoparliament 
townshipeconomy 
lootingmustfall ",en
7339,looting After all thats been said and done foreigners are risking their lives to open shops so we can eathow ironic,en
