id,comment_text,toxic,severe_toxic,obscene,threat,insult,identity_hate
12810," And after all that they will still blame foreigners 😭😭😭🤦🏽‍♂️🤦🏽‍♂️🤦🏽‍♂️
UyineneMrwetyana SAShutdown RIPUyineneMrwetyana EnoughIsEnough PrayForSouthAfrica",1,0,0,0,0,0
12811,No 1cares about that taxi driver who was kill by Nigeria 🤔 all they care is that jhb ppl must stop looting foreigners shops ,0,0,0,0,0,0
12812," Then maybe the masses shud continue with what they r doing until the whites, CIA &amp; extremists arm some  foreigners to fight u so that u don’t take land, right? You shud be smart enough to know that this is the end game.",0,0,0,0,0,0
12813,"Loool I'm not the only disappointed with EFF, look at ur TL ppl are complaining abt EFF for siding with foreigners. ",1,0,0,0,0,0
12814,"  I don't condone Xenophobia but is our President really content with about 70% of Foreigners owning South African buildings? Illegal migration, is he not bothered? Why is he shying away from the real matter? What a shame it is to be a South African.",0,0,0,0,0,0
12815,  We have many foreigners working in Zimbabwe. Mzi Khumalo is the biggest gold miner in Zim. He defrauded our government of taxes but he is still there and not treated like an alien. Thabo Mbeki also has a mine and many others.,1,0,0,0,0,0
12816," We are bound by universal human rights &amp; international law then country laws. Your own constitution is clear, we enjoy the same protections. South Africans didn’t enjoy more or different rights to foreigners.",0,0,0,0,0,0
12817," You used the same laws to criminalize &amp; end apartheid. By the same rights u enjoyed using those laws u inherited the obligaition. Besides, have u ever thought of the consequences of breaking these laws? Do u think u will burn foreigners forever without consequence?",1,0,0,0,0,0
12818,  This africanism at the cost of natives will be the downfall of this man ; foreigners don’t vote in South Africa selling cheap labor leads to natives unemployment yet you throw slogans every day to alleviate us from our downtrodden environments it’s just pure contradiction,0,0,0,0,0,0
12819," Shoprite, woolworths and all these big multinational owned are smiling behind closed doors. South Africans only think somalians and ethiopians are the olny foreigners doing business here. So sad 😭, while they keep on remiting profits to europe 😥😥😥😥",0,0,0,0,0,0
12820," Looks like blaiming minorities in statement aswell... What about blaiming government or just not being jealous of foreigners?  Also as South Africans we need to start believing in ourselves more that we are capable and that God is

Also if government can be more on citizens side",1,0,0,0,0,0
12821,"           By taking bribes from them , thus why u see they have audicty to chase police..no where in the world u can hear that foreigners chased police  of that country ..first time happen here.",1,0,0,0,0,0
12822,Been saying this. La Ethekwini all Unskilled Labour is being Contested with Foreigners who are Also being Taken Advantage off. No one can  Survive as a normal South African citizen in the Wages they Recieve. People taking Justice to their Hands is because of Government being Awol ,1,0,0,0,0,0
12823,"''Africans are not Foreigners in Africa'' What do you mean. All countries in Africa have borders n their sovereign countries, they have  constitution, laws n rules. ",1,0,0,0,0,0
12824,"Deuteronomy 28: 43 - 44

The foreigners who reside among you will rise above you higher and higher, but you will sink lower and lower. They will lend to you, but you will not lend to them. They will be the head, but you will be the tail.

JohannesburgCBD Xenophobia",1,0,0,0,0,0
12825,"""Foreigners take over our jobs"", but you don't even want a job.

""Foreigners take over our women"", but you rape &amp; kill your women everyday.

""Foreigners bring crime to our country"", but you loot, rob, murder, rape in retaliation.

It is not the foreigners",1,0,0,0,0,0
12826,Non of you stood up to condemn the killings and lootings of foreigners because they not your color. Be y'all are very vocal now. You wanna call me a racist? Damn!!! ,0,0,0,0,0,0
12827,Foreigners aren’t the actual problem. The problem is our leaders. SAShutdown xenophobic,0,0,0,0,0,0
12828,      So Ntate Mashaba what is the law doing to all the illegal immigrants because the same illegal immigrants are threating to fight. I don't condone the attacks and the lootings as they are a result of criminality. But what is the law doing to all this illegal immigrants ?,0,0,0,0,0,0
12829,"In April 2019 Minister Lindiwe Sisulu told African ambassadors that Mkongi would withdraw statements that it was “dangerous” that a South African city was “80% foreign” and accusing foreigners of “economic sabotage remarks.
Why is this moron still in office? ",1,0,0,0,0,0
12830," Is it xenophobic to attack someone on the basis that they selling illegal drugs to South Africans, foreigners especially the ones who are residing in South Africa illegally are doing all sorts of ills and finally South Africans that are affected are addressing the issue.",1,0,0,0,0,0
12831, I would be scared too ! The violence and looting is now indiscriminate and sheer criminality Exploiting the “ foreigners” narrative,0,0,0,0,0,0
12832,"Can JohannesburgCBD be this peaceful forever. No attacks.
No drug dealings.
No illegal immigrants.",1,0,0,0,0,0
12833,"At some point we’ll need to be HONEST &amp; stop saying that this is about illegal immigrants/war or drugs.
If that was the only reason,this would’ve been handled differently!
So ONLY Africans are foreigners/immigrants? 
Other nationalities are what? What is this hatred REALLY about?",1,0,0,0,0,0
12834,"The people that looted &amp; stole from the shops owned by foreigners in Malvern, are now throwing parties with all the alcohol &amp; food that was stolen, others are setting up shops in their homes &amp; selling the STOLEN goods, that someone else WORKED HARD FOR. 
StopXenophobicAttacks",0,0,0,0,0,0
12835,"  Hey Makhura refuges should be control. 
In this country foreigners are enjoying freedom. 
Selling drug's. 
Kidnapping women.",1,0,0,0,0,0
12836,"  Makhura should accept the blame. 
Those foreigners are selling drug's to our kid's. 
Police are selling this country. ",0,0,0,0,0,0
12837,They are Foreigners in South Africa not in Africa my grootman ,0,0,0,0,0,0
12838,All these illegal Guns must be taken from foreigners &amp; SA citizens!!😭😭 ,1,0,0,0,0,0
12839,   I'm not condoning any killings even though it's part of the casualties in the battle. I just hate how this foreigners treating us in our own country hence we treat them with respect in their countries.,0,0,0,0,0,0
12840,"  So true 
Majority of foreigners do make an honest living for eg your Pakistan tuck shops and don't deserve such treatment,these people are creating means in order to survive",1,0,0,0,0,0
12841,"The biggest threat to Mzansi is not foreigners. It’s not the men who rape a woman every 4mins or those who murder a person every 27mins. Not the ones who abuse, murder &amp; chop kids for body parts for their taxi business. It’s those who damaged them to be such animals KnowTheEnemy",0,0,0,0,0,0
12842,"The individual that killed the taxi driver should have been dealt with as an individual. 
Not all foreigners innocently attacked should be held responsible.
If only you could see the amount of women who suffer at the hands of men in this country, and most don't speak up. 💔",0,0,0,0,0,0
12843,"A taxi driver killed by a foreigner, you attack all foreigners.
A South African man/ men kidnap, rape and kill your own and get away with it most of the time and get charges pressed when publicised.
Where the logic here?
shutdownsouthafrica EnoughIsEnough RIPUyineneMrwetyana ",1,0,0,0,0,0
12844,"  Just like everyone beating Other Africans calling them foreigners ,awukuboni lokho ukuthi siyefana ?",1,0,0,0,0,0
12845,"  Let me help you in South Africa there law that protect foreigners than us, like Police should not use ammunition to anyone who is not armed , those police were about 50, drug lords were about half million. How can 50 ppl overcome 500k.mind they dont nned to use anything dangerous",0,0,0,0,0,0
12846,"Pray for foreigners in South Africa 🙏 saynotoxenophobia adjs coredjsworldwide @ Sandton, Gauteng ",1,0,0,0,0,0
12847, will only say something if we attack white foreigners,0,0,0,0,0,0
12848,"South Africa is in TURMOIL AND THE PRESIDENT IS NO WHERE TO BE SEEN OR HEAD!! Looting, violence against foreigners, women being killed everyday and children kidnapped for ransom!!! WOW RAINBOW NATION 🔥🔥🔥🔥🔥 SAShutdown JohannesburgCBD RIPUyineneMrwetyana Hatfield",1,0,0,0,0,0
12849,"  ...Also regrading foreign nationals it is alleged that: 
- Some are illegal immigrants 
- Selling drugs 
- Disrupting South African economy and job market 
- Selling counterfeit goods 
- Causing nuisance on CBD streets
- Highjacking buildings 
- Etcetera, etcetera, etcetera",1,0,0,0,0,0
12850,South African men feels so entitled to everything but they blame it on foreigners!!! How can you cut a tongue you once kissed with pleasure this is sickening ,1,0,0,0,0,0
12851,"It appears there are two levels or classes of crime in SA.If a foreigner commits a crime then foreigners must be killed, their business looted etc.When a SAan does the same the court should decide, people will only complain on social media and never take it to the streets.
😞😞",1,0,0,0,0,0
12852, So YOU are telling me that all foreigners that are experiencing all these attacks sell drugs?,0,0,0,0,0,0
12853,EFF members dismissed us for criticising EFF for siding with foreigners by claiming we didn't vote for EFF we voted for ANC. I personally voted for EFF n I truly regret voting for them.,1,0,0,0,0,0
12854, Foreigners wish they could do this but it's just not a thing in them so this ain't happening,0,0,0,0,0,0
12855,"I really do not care if it’s all men or not. That is not the point. The point is that the only way to curb the rampant violence against women, children and foreigners is through better policing. There is no alternative.",0,0,0,0,0,0
12856,Come 2024 general elections your party wd pay heavy price for Always siding with foreigners n deliberately ignoring grievances n concerns of SAfricans.ANC paid heavy price for auctioning our country to the highest bidder n they r going to lose more votes again in 2024 same as EFF ,0,0,0,0,0,0
12857,I don't have to prove to you that i have voted for . We all left corrupt ANC in 2013 n join EFF bcos we thought it was credible alternative.We were committed fighters but now I regret voting for EFF precisely bcos it sacrificing S.Africans n prioritising foreigners ,1,0,0,0,0,0
12858,I'm fucking tired. One minute y'all preaching unity among african people the next yall blaming and attacking immigrants for systemic problems.,1,0,0,0,0,0
12859,"  Mashayashaya that guy! What did he do? Over the 9 years he served, I’ve never heard him address the drugs and illegal immigrants issues we are having. The situation of this country has gone from bad to worse since his term in office. SA needs actin and not baby talk from a leader",0,0,0,0,0,0
12860,"We need to educate ourselves more about how the real foreigners to Africa, particularly non-blacks, divide and conquer to identify, interpret and see them coming from a distance.",0,0,0,0,0,0
12861,"Countrymen/women, 
Imagine the populas, when faced with economic difficulties resort to corruption, stealing and now looting of foreigners goods
We sure have to get away from this free syndrome and utter dispicable violence 
This wretched Land",0,0,0,0,0,0
12862,Yo’ll burn foreigners and beat them to death cause they don’t have documentation and have “stolen yoh jobs” but yo’ll never burn or beat a rapist to death.,0,0,0,0,0,0
12863,"South African men can pour all their energy into foreigners but can’t stand against their own kidnapping, raping and killing our mothers, sisters and friends. This place is a pathetic mess.",1,0,0,0,0,0
12864,   Can i have the statistics of foreigners killed by south africans??,0,0,0,0,0,0
12865,"24 MALAWIANS, 39 ZAMBIANS, 23 TANZANIAS AND 38 ZIMBABWEANS KILLED TODAY IN PRETORIA AND JOHANNESBURG SOUTH AFRICA 
At least 104 people have been killed today following this riots.
Citizens of S.A have looted and burned down all shops belonging to foreigners based in South Africa.",0,0,0,0,0,0
12866,"The SAPS are the ones that take bribes from drug dealers, not all foreigners sell drugs, south africans also sell drugs n u know them by name n who sells the best stuff. Stop killin ppl who r makin an honest living. SAShutdown",0,0,0,0,0,0
12867,I hate it when you guys use this fight against gender based violence as an excuse to be xenophobic. The problem is not the foreigners. It’s Men.,1,0,0,0,0,0
12868," I agree  - the only way to avoid the influx of foreigners is to do away with quite diplomacy. The  has been endorsing African dictators such as  for far too long. If there is stability in our neighbours, our socioeconomic woes will be lesser",0,0,0,0,0,0
12869, Enough is enough with  foreigners now we tired they must just go back to their countries that's all,0,0,0,0,0,0
12870,   You are 200% correct foreigners sometimes think SA is their home,0,0,0,0,0,0
12871,"Why Foreigners, Because of Cheap Labour. Normal South African citizens can't compete because of that. Life is Expensive in South Africa and people deserve decent paying jobs not To be Slaves of Cheap Labour. Then Asians and European Africans pushed A narrative that we're lazy",0,0,0,0,0,0
12872,"    I told U that there's no Nigerians that are being lynched in South Africa, it's a lie,secondly we have a lot of foreigners in South Africa and Nigerians are a small number,so it can't be right that a small tiny fraction of nigerians are causing havoc with drugs 2another African ",0,0,0,0,0,0
12873," back ekasi selling the drugs again. SAs primary problem isn't foreigners but the high levels of crime. Even if all the foreigners leave SA, levels of violent crime will still be high bcoz most SAns want the ""easy come, easy get"". Jobs though few but there are there.",0,0,0,0,0,0
12874,"South African men we are very dangerous to everyone who is vulnerable: kids, women, foreigners.  All the hallmarks of  scared little cowards.",1,0,0,0,0,0
12875,"   Maybe Nigerians are the 1 drug peddlers here, but that doesn't mean every other Black foreigners perpetrating crimes here are Nigerians. That's the point most of you are genuinely either deliberately missing or just out of ignorance (which of course is rampant among you lots).",0,0,0,0,0,0
12876,"WHITE PEOPLE, THE REAL FOREIGNERS, WHITE PEOPLE, KNOW WE GOING TO WAR WITH THEM OVER EXPROPRIATION OF LAND AND THE ONLY FOLKS WHO ARE GOING TO HAVE OUR BACKS ARE OUR NEIGHBORING BROTHERS  &amp; SISTERS, SO THEY’RE ON A MISSION TO DIVIDE US TO BEAT US, THROUGH USA &amp; EUROPIAN ARMIES",0,0,0,0,0,0
12877," Sadly sir, criminal elements have jumped onto this and they are looting even shops by South Africans. It’s getting out of hand. Not all foreigners are doing drugs trust me. Not all South Africans are also riding on this wave or approach. Govt needs to def step up",0,0,0,0,0,0
12878,"Leviticus 19.33-34:
“Don’t mistreat any foreigners who live in your land.
Instead, treat them as well as you treat citizens and love them as much as you love yourself.
Remember, you were once foreigners in the land of Egypt.”",0,0,0,0,0,0
12879,"And the Lord says : 
""Foreigners who live in your land will gain more and more power, while you gradually lose yours. 
They will have money to lend you, but you will have none to lend them. In the end they will be your rulers.""    
                  Deuteronomy 28:43-44",0,0,0,0,0,0
12880,"South Africans can’t face the real issues the country has. Y'all can't deal with murders but have guts to attack working class of foreigners? Women are abused and killed, kids are being kidnapped, lots of citizens are hijacked and mugged every day. Xenophobia SAShutdown",0,0,0,0,0,0
12881,"10. Rwanda unapologetically reserved the small business sector for its citizens. 
11. During the Mugabe Administration, Zim passed a bill preventing foreigners from owning a majority share if they wanna invest in Zim.
12. Counterfeit goods trade has killed our textile industry!",0,0,0,0,0,0
12882,"4. Foreigners are occupying jobs which are supposed to be for SAns. Hospitality, Retail, Driving, Petrol Attendance, Security, Cleaning, Teaching, even prostitution.
5. We have a very high unemployment rate. It's a crisis!
6. We've helped them with money too!",1,0,0,0,0,0
12883,"Africa can be shared by all Africans together, but only if it is owned &amp; shared by Africans. But as soon as THE REAL FOREIGNERS WHO ARE NOT OF AFRICAN ORIGIN join the table we get colonized &amp; we have crumbs to share which results in the nonsense we experiencing now. Xenophobia",0,0,0,0,0,0
12884,    Since our government allowed illegal immigrants in South there is increasing number of missing children and woman 😡,1,0,0,0,0,0
12885, More so you correct in saying societal issues those result mostly from our own unbalanced state. Fight the system don't kill foreigners to feel better about societal issues. I'm very much realistic to see that there's greater harm than good in everything happening currently.,1,0,0,0,0,0
12886,"  Really? ? Women are being raped and murdered, toddlers are kidnapped, our cities are burning, held hostage by criminals who are targeting foreigners? But yes, let's rather get upset over our pay packages...i wash my hands of this country's so called leaders",1,0,0,0,0,0
12887, You are not a linguistic specialist and we will only go by our lived experiences and what is said in the video. I am offered drugs every time I go out or go to the CBD here by verified foreigners. This is not an attack on you. That's what you don't get.,1,0,0,0,0,0
12888,  Am just wondering how we could protect them while we’re busy chasing and looting goods from foreigners 🤔🤔,1,0,0,0,0,0
12889,We've always considered EFF government in waiting n credible alternative to corrupt ANC however that is no longer the case. EFF will decline back to 6% in 2024 elections key reasons being they have no best interests of S.Africans at heart n they side with foreigners ,1,0,0,0,0,0
12890," Do y’all think SAs don’t know how to start or run a business? This is a last resort after the police and government failed to address issues of illegal immigrants, drugs, prostitution and human trafficking taking place in our streets. The police u referring to are useless",1,0,0,0,0,0
12891,Meaning when they re at beitbridge border post they stop there and give zimbos the truck bcuz they will be foreigners also ,1,0,0,0,0,0
12892,"Pity and sad that a party that was once considered alternative to corrupt ANC wd pay heavy price in 2024 general elections for always siding with foreigners. It wd decline from 10% back to 6%. SAfricans are not stupid or naive,they must ask ANC,it was severely punished by voters",1,0,0,0,0,0
12893,"I am in bed crying because the lives of women and foreigners in South Africa are disregarded. There is no safety! 

Yho guys. It's too much😭😭😭",0,0,0,0,0,0
12894,"We deserve a President that will take actions, that will protect us as citizens of thw Country and protect foreigners with documents ",0,0,0,0,0,0
12895,"Police were attacked by foreigners in the CBD EFF kept quiet n didn't release statement.                                   Taxi driver was killed by foreigner in PTA EFF kept quiet n release no statement n S Africans retaliate EFF cry xenophobia, this party hates S Africans",1,0,0,0,0,0
12896,This party doesn't worth our votes. Is gonna pay heavy price in 2024 general elections for always siding with foreigners n sacrificing S Africans to please foreigners. They are not patriotic at all ,1,0,0,0,0,0
12897,I truly regret voting for this party. I consistently maintained that EFF will always side with foreigners n sacrificed S Africans. They just condemn without dealing with the key root cause or factors which triggers current unrest. ,1,0,0,0,0,0
12898,All this shit started when these illegal immigrants got here ,1,0,0,0,0,0
12899,"Karl Marx spent majority of his adult life in exile, He was banned from his own country, Germany, banned in Poland, France and Belgium, he was an illegal immigrant whenever he was in these countries after being banned. Lenin himself spent most of his time in exile. 👎🏿xenophobia.",0,0,0,0,0,0
12900,He said while campaigning in Hammanskraal for manifesto launch in Soshanguve to appease the crowd bcos they told him that foreigners were taking their jobs. The following day at the launch he called for open borders as solutions to our current crisis in the country ,0,0,0,0,0,0
12901," there are thousands of SAs with families and many sportman, TV personalities, business people from all over  the  continent. Those people don't care who is on their attack list, everyone is an illegal immigrant to them. I tell you this won't end well.",0,0,0,0,0,0
12902,All these people supporting the rampage against foreigners must remember they are breeding criminality. It will be one of your own caught in the crossfire one day and you will notice that violence begots violence.This is not the way to deal with problems. Criminality is just bad.,0,0,0,0,0,0
12903,"South African men can be pathetic.
They try to kill foreigners in XenophobicAttacks, when they fail the plot, they turn to raping and murdering women and children 😢
Xenophobia",0,0,0,0,0,0
12904,"   Yeah Joburg City centre on Immigrants ... Also doing a huge truck strike aswell... I don't know why people loot so much ... It's only small groups of people but it's hectic... Also only South Africa, other African countries don't do that",0,0,0,0,0,0
12905, Manje uyanya. Where does dating foreigners come in here? Not all of us support violence but you won't understand because peace is beneath you.,0,0,0,0,0,0
12906,  Riots on immigrants shops... Not fair,0,0,0,0,0,0
12907,Women deserve better. Foreigners deserve better. It's time for everyone to do better. As men we need to protect the beautiful women of our country. HOLD YOURSELF AND YOUR FRIENDS TO A HIGHER STANDARD. This issue is closer to home than you realise.,0,0,0,0,0,0
12908,  Violence does not solve anything. Aggression to the legal bodies could also be tantamount to treason. Simple message is that Xenophobia does not have a place in South Africa so does illegal immigrants and their illegal shops with counterfeit goods,0,0,0,0,0,0
12909,Well some foreigners also triggers this things that leads to xenophobic attack! But instead of killing innocent ones they should let law take control not jungle justice and looting of businesses!!! As for me my days are numbered here! When the see whites they call them boss! SMH ,1,0,0,0,0,0
12910,"  I fail to understand you, do you honestly think the SA gvt if they enact a ban cannot take out foreigners out of SA if they really wanted to?",0,0,0,0,0,0
12911,"The ANC and these small parties should unite and amend 4 things; 

1. Repeal right to life in our      Constitution and hang convicted killers. 

2. Expropriation of Land without compensation.

3. The reserve bank and shut the barbarians inside up.

4. Chase unskilled foreigners",1,0,0,0,0,0
12912,  Who is saying that? The government hasn't said that. I tell you if gvt enacts a ban on foreigners they would gladly leave. Are those criminals looting shops and burning property graduates?,0,0,0,0,0,0
12913,Hatred they burned business costing millions or rands they just hate on the success of the foreigners ,0,0,0,0,0,0
12914,"Same South African Men who rape, abuse and kill women and children daily on D street destroying properties &amp; burning foreigners in South Africa
The whole world can see there was no presence of the Soith African police
     ",0,0,0,0,0,0
12915,The primary reason to employ foreigners by Corporate Sector is not effeciency but exploitation of cheap labour. JoburgCBD ,0,0,0,0,0,0
12916," And it is pretty sad that we are doing this to our own race (not that we should to other races-don't get me wrong)
But where is our unity as Blacks?
If we doing this to each other here in SA, what should they do to our brother's and sister's who are foreigners in other countties?",0,0,0,0,0,0
12917,"Corporate sector is partly to blame for the escalation of tensions between foreign nationals and locals. They should stop employing foreigners at the expense of locals, in order to quell these fires. For if they do not stop, these fires may engulf corporate sector too.
JoburgCBD",0,0,0,0,0,0
12918,"Guys, I'm confused about this ""rare skill"" term. If govt says companies should hire foreigners only if they companies can't find a south African with that skill, what skills are lacking so we can know where to expect them? Plz help",0,0,0,0,0,0
12919,South Afticans gotta channel that hatred towards foreigners to men who rape and abuse women.,0,0,0,0,0,0
12920,"If only those South Africans who want black foreigners to return back to their countries knew who the real “Kwerekwere” was.

Sithule nje siyabuka!
xenophobic",0,0,0,0,0,0
12921,"into SA, we must stand in solidarity with them so that they are liberated from their oppressors, return back to their countries. I believe most foreigners don't like staying in SA but are forced to do so bcoz of the dire situations in their home countries.  can't",0,0,0,0,0,0
12922,"of apartheid. I believe without the solidarity of other Africans they would never have liberated themselves. The good thing is that after they were liberated, most SAns in the diaspora came back 2 rebuild their country. Also in order for us 2 curb the influx of African foreigners",0,0,0,0,0,0
12923,"(Prince Buthelezi plans to boot 'unwanted' foreigners) back in 2000 - but no one listened PretoriaCBD JoburgCBD 

 via ",1,0,0,0,0,0
12924,"Prince Buthelezi whilst a Min of Home Affairs introduced a bill to ensure that only foreigners who're skilled should be allowed, and those employing foreigners should pay licence fee - to keep out foreigners we do not want and deporting.JoburgCBD  via ",0,0,0,0,0,0
12925,ptacbd Newzroom405 TruckStrike  foreigners. ,1,0,0,0,0,0
12926,"At some point forigners will leave,investors will leave! When demand is low supply lows.then jobs will be cut!No country can do without foreigners or foreign investors. I know some people commit crime but any1 that commits crime should face the consequences under law xenophobic",0,0,0,0,0,0
12927,"  But then not all foreigners deal drugs, there are people that come here to make an honest living. Is it necessary to burn down people’s businesses. This is really disgusting!!!",0,0,0,0,0,0
12928,Same set of people burning down businesses owned by foreigners and killing foreigners.  So sad ,0,0,0,0,0,0
12929,"     This really shocking, you think you can deal with this through releasing press statements. Since yesterday you arrested 31 people but when you raid JoburgCBD for counterfeit goods in just a day you arrested in excess of 500 supposedly illegal immigrants.",1,0,0,0,0,0
12930,Your own brother who works with the  just killed and rape your own sister and student ( South African ) but you are here burning Foreigners owned businesses in South Africa.   Do you have to do crime South Africans ? This is pure wickedness,1,0,0,0,0,0
12931,"African Union is so mum on this issue of foreigners in SA but when America wants someone dead, they’ll be holding emergency meetings. What a toothless institution.",1,0,0,0,0,0
12932,    Juju is their Messiah thus you'll be attacked... Illegal immigrants will destroy this beautiful country.. It a pity people like aboMalema bathi borders should be opened,1,0,0,0,0,0
12933,"If de African continent was to be put on the scale, due to overload of population (not yet singling out residents &amp; non-residents aka foreigners - legal or not), Sata'Frika e roba skala.

All these riots by citizens are clear signs that Gov does zero!

 PowerDrive",1,0,0,0,0,0
12934,Women &amp; Foreigners aren't safe in South Africa 😔😥 luyandabotha UyineneMrwetyana Xenophobia xenophobic,1,0,0,0,0,0
12935, What is the President saying about the death of UyineneMrwetyana ? What is he saying about the civil unrest happening in Tswana or JHB CBD of undocumented foreigners and drugs that are consuming this country? We need the President to provide leadership. Please Mr Pres,1,0,0,0,0,0
12936,Foreigners must leave our country.,1,0,0,0,0,0
12937, Lol sometimes it's not even foreigners  but our very own people,0,0,0,0,0,0
12938," True.

But now that you have brought that up, let ask this. Do you realise that innocent foreigners here legally with legal papers obtained legally are caught in the crossfire and not many care of that? What then? They must be colleteral damage ngoba they are ""kwerekweres""",0,0,0,0,0,0
12939,  Foreigners are to blame 💔💔💔shame on South Africans it's Sad how you hate your Africa,0,0,0,0,0,0
12940,So foreigners are the gatekeepers of employment ? That’s why we’re setting them on fire ? What’s the chat,0,0,0,0,0,0
12941,"I won’t be surprised if their banks starts looting the Rands in foreigners bank accounts since it’s their right to steal and take whatever belongs foreigners 

BananaRepublic",0,0,0,0,0,0
12942," all our TV channels have become a voice for foreigners, SAns are frustrated because no one listens to them. Whenever they express concerns are reduced to being xenophobic, this is what frustration does JoburgCBD looting",1,0,0,0,0,0
12943," The major cities in this country and u will see the most disturbing things unfortunately because of foreigners. Im not saying we're holy and perfect but u must do proper research before saying ""fuck South Africans""",1,0,0,0,0,0
12944," Only way to get attention from our govt. Yes African countries did help us but the things foreigners do in our country is sickening sometimes. U must not judge on just what they show u on the news and socials, u need to understand where our anger is coming from..go thru...",1,0,0,0,0,0
12945,This Hillbrow and Joburg thing is because of a taxi driver who was shot trying to stop foreigners selling drugs??,1,0,0,0,0,0
12946,Towards appreciate and deserving entities and stop violating foreigners. Mxm Xenophobia,0,0,0,0,0,0
12947, Are they foreigners?,0,0,0,0,0,0
12948,They are burning foreigners alive in Joburg and Pretoria!!!!!!!!!!!,1,0,0,0,0,0
12949,"Almost got mugged in JHB CBD by a gang of man and I feel like it has something to do with the JHBshutdown some people are taking this chance to commit crime targeting foreigners too. Some are pretending to be cops, just be careful.",0,0,0,0,0,0
12950," I pray that even the foreigners are safe , international students cant come to campus and it affects their academics 

PRAY4AFRICA",0,0,0,0,0,0
12951," Just do this for once,we all know that EFF is supporting foreigners ",1,0,0,0,0,0
12952,"On the truck driving issue, you should hear how South Africans talk about truck drivers and how they insult the job entirely. And then, when foreigners come and do jobs that you don't wanna do anyway, it becomes a problem. Niyanya!!",0,0,0,0,0,0
12953,I honestly don’t like what’s going on. I don’t mean to be rude but to all the foreigners that are staying here illegally and doing what shouldn’t be done please exit RSA asseblief. As for us fellow south africans can we do what’s right. Xenophobia PretoriaCBD PRAY FOR RSA🙏🏽,1,0,0,0,0,0
12954,Politicians are responsible for this current mess n curse we r facing as a nation. S. Africans are unemployed n their jobs r taken by  Zimbabweans cheap labour n other illegal foreigners n you expect them to keep quiet n pretend as if all is well,1,0,0,0,0,0
12955,"Zim govt is very strict, they're actually deporting foreigners almost daily, (Malawians n Mozambicans) U can't just enter Zim without valid documents. Zimbabweans govt prioritise only Zimbabweans unlike our govt which is sacrificing S Africans n prioritising foreigners ",1,0,0,0,0,0
12956,"The Gupta’s are also foreigners and made a mockery of the whole country. I don’t see Asians being targeted. You’re only targeted if you’re poor, black and African. Xenophobia",1,0,0,0,0,0
12957,"Tembisa
For as long as the government is quiet about illigal immigrants, looters will continue looting.
ANC must fix this mess",1,0,0,0,0,0
12958,Woke up in Tembisa this morning and had to take taxis at oarkmore to Pta😣 yhooo guns all over... police all over... mob😢 had to to to Sangweni thats were  taxis to pta. One Pta taxi driver said they were waiting for 10am to begin with their removal of foreigners. Tembisa,1,0,0,0,0,0
12959,None whatsoever. Our govt has sacrificed us n prioritise foreigners n now instead of acknowledging that they made terrible mistake by prioritising foreigners they just resort to labelling S. Africans criminals n xenophobic. ,0,0,0,0,0,0
12960,Hit a like if you want the foreigners to go back to they're  country Xenophobia JoburgCBD jeppestown,1,0,0,0,0,0
12961,I think Malusi Gigaba must be held directly responsible for initiating that special permit for Zimbabweans n Basotho bcos opened gates for unskilled foreigners to displace S Africans. It actually angered many S. Africans n I'm still surprised Cosatu hasn't condemn such initiative ,1,0,0,0,0,0
12962,"Mina don't tell me this Xenophobia while we cleaning our country.. We have drug dealers, illegal immigrants, thieves we need to deal with... MakunyiweOnce ",1,0,0,0,0,0
12963,"Xenophobia:After cleaning up all foreigners and still No better life, who will  be next??? WHAT INTELLIGENT patriotism! I wish luck to these instigaters.",0,0,0,0,0,0
12964,"    I think so, the common denominators are drugs &amp; foreigners, ostensibly. Regardless of how JoburgCBD unrest may have actually started",1,0,0,0,0,0
12965," In other words, steal these shops from foreigners who started them?",0,0,0,0,0,0
12966,Our uncles and Fathers didn't sacrifice their lives fighting apartheid govt just to hand it over to foreigners.,1,0,0,0,0,0
12967,When our police officers were attacked by foreigners u kept quiet n now bcos S. Africans are reclaiming their country from foreigners your accusing them of xenophobia ,1,0,0,0,0,0
12968,Today   and  are working... There's no time for coke... Oakmoor people are looting foreigners shops... Jeppe... Malvern... Primrose... Germiston... Turfontein... and truck drivers are burning trucks... Who should we blame government? xenophobic ,0,0,0,0,0,0
12969,Tanzanian tough law if foreigners! ,0,0,0,0,0,0
12970,"The Chinese sells more counterfeit product than any nationalities but I don’t see these people burning down their businesses. This is not an attack on foreigners, this is an attack on black people Xenophobia",1,0,0,0,0,0
12971," moves away from WEFAfrica19 media briefing and cross live to Turffontein for live looting coverage of the so called foreigners shops🤷🏿‍♂️😲🙄 with a serious strip, Breaking News",0,0,0,0,0,0
12972,Xenophobia honestly speaking illegal immigrants are detrimental to the SA economy because they don't want to pay Tax n they use services for free. But the looting and attacks is not a way to go about doing things. I hope they end too before more innocent lives are lost Tembisa,1,0,0,0,0,0
12973,  I stay far from it... South Africa is big ... Yeah dunno if it's about immigrants or what... Will go for a few hours then end ... Just annoying those as we are trying to get foreign investors and grow the economy then some crazy people do such destructive riots... Very annoying,1,0,0,0,0,0
12974,  Tell your president to take his foreigners back to their countries.,0,0,0,0,0,0
